     source_id target_id   weight
     5    994 5.000000
     5    995 9.000000
     5    996 5.000000
     5    997 6.000000
     5    998 6.000000
     5    999 6.000000
     5   1000 6.000000
     5   1001 16.000000
     5   1002 6.000000
     5   1003 6.000000
     5   1004 6.000000
     5   1005 6.000000
     5   1006 7.000000
     5   1007 5.000000
     5   1008 5.000000
     5   1009 5.000000
     5   1010 5.000000
     5   1011 10.000000
     5   1012 5.000000
     5   1013 5.000000
     5   1014 5.000000
     5   1015 5.000000
     5   1016 5.000000
     5   1017 16.000000
     5   1018 5.000000
     5   1019 5.000000
     5   1020 5.000000
     5   1021 5.000000
     5   1022 18.000000
     5   1023 7.000000
     5   1024 10.000000
     5   1025 5.000000
     5   1030 8.000000
     5   1035 5.000000
     5   1036 18.000000
     5   1071 9.000000
     5   1079 9.000000
     5   1082 17.000000
     5   1094 11.000000
     5   1142 5.000000
     5   1160 7.000000
     5   1176 5.000000
     5   1211 11.000000
     5   1243 5.000000
     5   1245 14.000000
     5   1250 8.000000
     5   1263 10.000000
     5   1281 19.000000
     5   1292 7.000000
     5   1297 8.000000
     5   1299 6.000000
     5   1315 6.000000
     5   1317 12.000000
     5   1325 7.000000
     5   1327 12.000000
     5   1330 6.000000
     5   1332 8.000000
     5   1340 6.000000
     5   1361 6.000000
     5   1372 7.000000
     5   1375 28.000000
     5   1391 5.000000
     5   1411 5.000000
     5   1415 8.000000
     5   1423 6.000000
     5   1424 6.000000
     5   1444 5.000000
     5   1446 10.000000
     5   1447 5.000000
     5   1448 5.000000
     5   1449 5.000000
     5   1450 9.000000
     5   1451 5.000000
     5   1452 5.000000
     5   1453 9.000000
     5   1454 6.000000
     5   1457 5.000000
     5   1458 8.000000
     5   1461 6.000000
     5   1466 6.000000
     5   1468 9.000000
     5   1472 10.000000
     5   1478 32.000000
     5   1479 5.000000
     5   1484 5.000000
     5   1524 13.000000
     5   1536 6.000000
     5   1568 5.000000
     5   1580 43.000000
     5   1614 16.000000
     5   1627 7.000000
     5   1640 5.000000
     5   1650 7.000000
     5   1671 10.000000
     5   1689 8.000000
     5   1721 17.000000
     5   1725 5.000000
     5   1726 5.000000
     5   1727 6.000000
     5   1728 5.000000
     5   1729 5.000000
     5   1730 5.000000
     5   1731 5.000000
     5   1732 5.000000
     5   1733 5.000000
     5   1734 5.000000
     5   1735 5.000000
     5   1738 5.000000
     5   1739 5.000000
     5   1740 5.000000
     5   1741 5.000000
     5   1747 14.000000
     5   1754 9.000000
     5   1762 5.000000
     5   1765 14.000000
     5   1773 10.000000
     5   1816 8.000000
     5   1819 6.000000
     5   1840 11.000000
     5   1853 9.000000
     5   1933 5.000000
     5   1939 12.000000
     5   1940 7.000000
     5   1941 25.000000
     5   1942 7.000000
     5   1945 22.000000
     5   1947 10.000000
     5   1948 10.000000
     5   1949 18.000000
     5   1950 8.000000
     5   1952 10.000000
     5   1953 15.000000
     5   1954 11.000000
     5   1956 6.000000
     5   1957 19.000000
     5   1964 12.000000
     5   1965 26.000000
     5   1982 10.000000
     5   1983 5.000000
     5   1984 5.000000
     5   1985 6.000000
     5   1986 10.000000
     5   1991 13.000000
     5   1992 15.000000
     5   1993 59.000000
     5   1999 6.000000
     5   2004 11.000000
     5   2024 10.000000
     5   2027 5.000000
     5   2034 6.000000
     5   2040 6.000000
     5   2120 7.000000
     5   2121 6.000000
     5   2122 27.000000
     5   2123 6.000000
     5   2124 6.000000
